chrom	start	end	sample	gt	supporting_sites	sites	DP	switches	CIGAR
II	943	13310359	E579	2	14666	14785	4.16555297968	148	A46R1A142R1A79R1A503R3A171R1A54R1A15R1A144R1A64R1A59R2A24R1A122R1A17R2A124R1A289R1A251R8A85R2A431R3A299R1A29R2A1R1A50R1A324R3A358R3A35R1A93R1A10R1A581R2A25R3A360R2A323R1A73R1A272R4A97R1A50R2A265R1A329R1A40R1A83R1A1074R1A12R1A537R1A282R1A499R2A526R1A1R1A322R2A347R6A43R1A154R2A402R1A140R1A132R5A1R1A7R2A463R1A299R1A72R1A134R3A93R3A173R1A99R1A188R1A18R2A9R1A100R1A22R1A98R1A127R1A545R1A67R1A924R1A103R1A162R1A174
II	13316998	15276962	E579	1	2335	2336	4.50492505353	2	R1946A1R389
III	3773	13783502	E579	1	10789	10801	3.80164982853	16	R2134A2R959A1R2723A2R548A1R653A2R1008A1R2076A2R125A1R563
IV	57787	17491919	E579	1	13376	13426	4.29837021531	40	R1467A1R578A2R1A1R9A5R1722A8R516A1R1863A1R3A7R1A2R1A5R163A1R369A1R285A1R17A3R1A6R722A1R236A1R17A1R662A1R3083A1R1660
V	396	1765305	E579	2	3053	3065	4.00491320013	20	A47R1A51R1A5R1A2033R1A77R1A82R1A54R1A154R3A149R1A196R1A205
V	1766994	18449326	E579	1	32516	32551	4.24861606594	46	R1105A1R578A2R1A3R6620A1R410A1R287A1R45A1R139A1R2128A1R2733A2R410A1R309A1R1833A1R524A1R811A1R1A1R7936A3R3A1R659A1R1527A1R2973A2R678A1R205A6R601
V	18468794	20921003	E579	2	4682	4705	4.92738146091	40	A248R1A121R1A167R1A82R1A40R1A18R1A249R3A226R1A64R1A279R1A45R1A38R2A321R1A7R1A4R1A223R1A265R1A66R1A214R1A435R1A1570
X	5163	4270568	E579	1	2958	2963	4.22751859364	8	R1327A1R3A1R63A2R1356A1R209
X	4272066	17717342	E579	2	7834	7863	4.1627521062	48	A638R1A1246R1A235R1A15R1A660R1A6R1A53R2A77R1A330R1A1176R1A20R1A13R2A6R1A72R1A1249R1A1114R1A116R3A211R1A324R2A146R1A3R1A7R1A41R1A27R1A49
I	855	13422350	E57	1	3901	3910	2.37375032043	6	R973A6R2A1R1635A2R1291
I	13435133	15059713	E57	2	407	408	2.32923832924	2	A251R1A156
II	6368	15276725	E57	2	5324	5366	2.5003756574	54	A66R1A304R1A82R1A164R3A445R4A4R2A577R1A271R1A312R2A31R1A7R4A411R1A191R1A27R1A43R1A148R2A48R1A186R3A168R2A177R1A43R1A28R1A271R1A224R1A335R2A659R1A25R1A77
III	4760	10388697	E57	1	3223	3227	2.64412038473	6	R1817A2R4A1R543A1R859
III	10421593	13780512	E57	2	715	720	2.44475524476	6	A131R3A466R1A57R1A61
IV	57787	2213779	E57	1	483	483	2.71635610766	0	R483
IV	2235876	17489193	E57	2	3594	3639	2.65080690039	70	A2R1A5R1A33R1A2R1A257R1A275R1A160R1A164R1A399R1A10R3A4R3A149R1A72R1A6R1A7R1A14R2A59R3A32R1A12R1A94R1A27R1A23R1A91R1A174R1A62R1A19R1A290R2A559R1A167R1A5R1A75R2A2R2A20R1A176R1A114R1A34
V	396	20918816	E57	2	11045	11136	2.3486645541	106	A327R1A223R1A134R1A551R1A190R1A265R1A528R1A604R8A93R1A43R2A16R1A96R1A77R3A11R2A66R1A2R3A6R1A158R1A49R1A211R5A983R1A70R1A106R2A106R1A641R1A102R1A35R1A196R1A26R2A271R1A34R1A30R2A68R2A182R6A60R2A79R1A859R1A289R1A952R1A81R1A196R1A1R2A38R1A46R1A467R1A57R1A134R1A19R1A234R1A272R1A61R10A121R1A50R2A529
V	20921462	20923258	E57	1	2	2	4.0	0	R2
X	5163	4752403	E57	1	1297	1304	2.32459521974	10	R428A3R47A1R3A1R2A1R1A1R816
X	4762210	4862932	E57	2	27	27	2.88888888889	0	A27
X	4869986	17717342	E57	1	2992	2997	2.30681818182	6	R459A2R859A1R337A2R1337
I	1713	15004645	E580	1	646	665	1.73529411765	7	R277A1R56A4R53A1R260A13
II	6368	1836872	E580	1	307	309	1.42996742671	2	R52A2R255
II	1856407	1858127	E580	2	18	22	1.38888888889	1	A18R4
II	1861658	13995407	E580	1	839	844	1.6400476758	3	A4R586A1R253
II	14082186	15271135	E580	2	71	71	1.45070422535	0	A71
III	8929	1835708	E580	2	166	170	1.5	4	A92R1A70R3A4
III	1885243	13780910	E580	1	292	292	1.43150684932	0	R292
IV	604472	17469325	E580	1	726	732	1.54269972452	6	R321A1R75A4R2A1R328
V	1671	20920613	E580	1	2583	2588	1.59310878823	10	R692A1R374A1R128A1R42A1R1143A1R204
X	75255	17717342	E580	2	536	541	1.75746268657	8	A121R2A235R1A150R1A20R1A10
I	1713	2560919	E581	2	347	350	2.28242074928	6	A1R1A56R1A18R1A272
I	2561194	11947630	E581	1	909	910	1.87458745875	2	R742A1R167
I	11956647	15004645	E581	2	569	578	1.54305799649	12	A58R1A2R4A2R1A196R1A138R1A100R1A73
II	7241	15276386	E581	2	2597	2621	1.74663072776	38	A225R1A279R1A267R1A270R1A104R1A248R1A70R1A30R1A116R1A5R2A216R1A43R1A118R3A263R1A89R2A19R1A143R2A13R1A10R1A69
III	3773	2267330	E581	1	1235	1236	1.82834008097	2	R1181A1R54
III	2314072	11673187	E581	2	675	678	1.93333333333	6	A201R1A61R1A74R1A339
III	11698965	13783502	E581	1	301	301	2.14285714286	0	R301
IV	68361	3081674	E581	2	284	292	2.08802816901	14	A18R1A13R1A42R1A10R1A13R1A40R1A70R2A78
IV	3086048	15443621	E581	1	1746	1762	2.27090492554	12	R11A1R233A3R470A4R199A3R1A4R319A1R513
IV	15460409	17491610	E581	2	342	344	2.24561403509	4	A19R1A231R1A92
V	396	5338551	E581	1	2573	2585	2.11931597357	10	R3A2R56A3R936A1R330A4R1232A2R16
V	5359775	20920888	E581	2	4067	4099	1.98401770347	46	A129R1A43R1A5R2A679R1A405R3A129R1A17R1A110R1A123R2A17R1A1R3A34R3A163R1A19R1A663R1A141R1A215R1A214R1A194R2A78R1A62R1A138R1A277R1A211
X	26182	2807451	E581	2	321	326	2.04049844237	8	A7R2A148R1A22R1A18R1A126
X	2838811	4751246	E581	1	296	296	1.98986486486	0	R296
X	4759896	4862617	E581	2	27	27	1.92592592593	0	A27
X	4864726	15302444	E581	1	1504	1508	2.08643617021	4	R258A2R711A2R535
X	15323288	17684762	E581	2	191	197	2.07329842932	4	A54R5A6R1A131
I	3048	12720018	E582	2	1126	1144	1.96891651865	18	A3R1A40R1A233R5A2R1A315R2A184R3A100R1A139R3A29R1A81
I	12726281	15059494	E582	1	335	335	1.68059701493	0	R335
II	2118	15276725	E582	1	3402	3422	1.72310405644	24	R86A2R2A1R220A2R503A2R1A1R96A2R212A2R1A1R400A4R647A1R328A1R575A1R331
III	8451	2370352	E582	2	569	577	1.73462214411	8	A132R1A68R1A60R5A112R1A197
III	2402599	13783502	E582	1	805	809	1.7701863354	6	R185A1R93A2R430A1R97
IV	641413	2973389	E582	2	233	236	1.82832618026	4	A68R1A76R2A89
IV	3028379	17491919	E582	1	1728	1750	2.09837962963	18	R179A7R380A1R42A1R26A1R2A2R82A3R3A4R177A1R522A2R315
V	396	17978588	E582	2	3686	3711	1.88795442214	38	A2R1A356R1A1R1A178R1A405R1A207R1A104R1A59R1A30R3A70R1A25R2A427R2A340R1A105R1A9R1A95R1A102R1A1R3A79R1A1091
V	17988077	20921003	E582	1	1195	1198	1.94142259414	6	R53A1R323A1R65A1R754
X	54831	17694008	E582	2	1548	1559	1.95090439276	16	A151R2A205R2A271R1A196R2A140R1A228R1A88R1A242R1A27
I	855	822707	E583	1	189	189	2.62433862434	0	R189
I	825950	4035139	E583	2	441	444	2.07029478458	6	A42R1A153R1A189R1A57
I	4039679	4259467	E583	1	34	34	1.94117647059	0	R34
I	4373115	13034235	E583	2	946	958	1.95137420719	22	A34R1A33R1A76R1A125R1A31R1A123R1A43R1A18R1A194R2A50R1A2R1A217
I	13076159	15030398	E583	1	462	462	1.70779220779	0	R462
II	7241	2646144	E583	1	1825	1859	1.89643835616	18	R141A3R994A3R15A2R1A9R4A6R377A4R1A3R3A2R66A2R223
II	2659522	15276725	E583	2	2126	2148	1.82878645343	38	A153R1A1R2A163R2A79R1A251R1A141R1A54R1A88R2A36R1A233R1A184R1A117R1A17R1A152R1A76R1A43R1A93R1A165R1A45R1A35
III	4005	12474888	E583	2	1626	1646	2.0233702337	24	A239R1A181R2A32R1A65R1A42R2A177R2A2R1A42R1A7R4A192R1A13R1A143R3A491
III	12488469	13783502	E583	1	147	148	2.12925170068	2	R46A1R101
IV	57787	2213804	E583	1	287	287	2.21602787456	0	R287
IV	2229476	17491919	E583	2	1952	1981	2.20133196721	46	A237R1A31R2A140R2A271R1A1R1A2R2A2R2A90R1A43R1A3R1A6R1A36R2A88R1A53R1A53R1A269R2A11R1A138R1A157R1A10R1A112R1A48R1A54R1A97
V	493	20920613	E583	2	5938	5978	2.07881441563	56	A427R1A240R2A388R1A506R1A108R1A58R1A42R4A1107R1A1R1A346R1A5R1A317R1A165R1A33R4A461R1A364R1A146R1A10R1A96R1A108R2A59R2A13R2A122R1A7R1A2R1A137R1A73R1A309R3A288
X	5173	396989	E583	1	65	66	2.52307692308	2	R24A1R41
X	435002	17709225	E583	2	2201	2213	2.26805997274	18	A150R2A60R1A251R3A1R1A431R1A224R1A881R1A118R1A44R1A41
I	1713	15050205	E584	2	1442	1464	1.87031900139	26	A47R1A19R1A159R1A39R1A18R10A4R1A41R1A242R1A95R1A42R1A314R1A49R1A294R1A79
II	7241	15271184	E584	2	2385	2417	1.69727463312	46	A38R1A8R1A172R1A196R1A34R2A77R1A343R3A2R1A107R1A294R1A58R2A6R1A27R2A87R1A30R1A62R1A176R1A16R1A146R2A7R1A287R1A36R4A116R1A60
III	4460	1187182	E584	1	786	786	1.85114503817	0	R786
III	1286079	13774887	E584	2	933	945	1.69024651661	18	A180R1A24R1A3R1A219R1A35R3A1R2A199R1A71R1A161R1A40
IV	57787	1552132	E584	2	112	113	1.69642857143	2	A8R1A104
IV	1582683	15656305	E584	1	1777	1788	1.94541361846	10	R182A1R760A1R110A1R3A2R1A6R721
IV	15674636	17491919	E584	2	258	262	2.17441860465	8	A15R1A59R1A48R1A54R1A82
V	1671	1855362	E584	1	813	814	2.06519065191	2	R759A1R54
V	1912076	18193718	E584	2	3674	3702	1.94828524769	40	A35R1A64R1A98R1A590R1A98R1A45R2A44R1A94R1A104R1A855R1A92R1A141R2A194R1A1R4A476R1A317R1A180R1A220R4A2R1A9R1A15
V	18266628	20922076	E584	1	1163	1164	1.84522785899	2	R227A1R936
X	12681	14927291	E584	2	1529	1543	1.8986265533	22	A114R1A66R1A221R2A2R1A378R1A127R1A131R1A2R1A133R3A167R1A114R1A74
X	14945848	16181664	E584	1	212	212	1.91509433962	0	R212
X	16214435	17717342	E584	2	55	55	1.81818181818	0	A55
I	1222	994084	E585	2	168	171	2.44047619048	4	A124R2A27R1A17
I	1051968	15068010	E585	1	2444	2450	1.94435351882	9	R587A1R719A1R40A1R82A2R1016A1
II	943	15276725	E585	1	5039	5066	2.01170867236	28	R166A1R2A1R2A1R329A1R805A4R23A10R852A1R1A1R674A1R185A1R240A1R1082A2R391A1R148A1R139
III	4460	2180439	E585	2	934	938	2.29871520343	8	A288R1A241R1A9R1A148R1A248
III	2199657	13783502	E585	1	1407	1408	2.35252309879	2	R197A1R1210
IV	57787	17491902	E585	1	3014	3026	2.23722627737	14	R1337A1R237A1R5A3R1A4R164A1R814A1R52A1R404
V	1671	20921003	E585	1	10589	10597	2.34838039475	14	R1757A1R1174A2R1637A1R481A1R296A1R1984A1R2A1R3258
X	20088	17717342	E585	2	2360	2379	2.53983050847	26	A225R1A2R1A22R2A218R2A80R1A1R3A1R1A1R3A417R1A242R1A81R1A88R1A941R1A41
I	1933	12936946	E586	2	2470	2487	2.1004048583	26	A92R1A18R1A146R1A675R1A167R1A406R1A97R3A164R1A28R1A28R2A21R1A295R2A5R1A328
I	12942863	15058920	E586	1	675	676	2.05333333333	2	R236A1R439
II	943	900675	E586	1	348	352	1.97413793103	4	R223A3R2A1R123
II	907795	13320771	E586	2	3894	3922	2.14304057524	46	A49R1A7R1A666R1A34R1A259R1A1R1A1279R1A52R1A124R1A66R1A51R1A215R2A31R1A270R2A107R1A48R1A48R1A127R1A26R1A49R3A162R1A146R1A9R2A68
II	13357109	15276725	E586	1	754	755	2.36472148541	2	R578A1R176
III	3773	13780910	E586	1	3857	3861	2.39149598133	6	R268A1R1929A2R816A1R844
IV	57787	284134	E586	1	5	5	2.4	0	R5
IV	604472	1267579	E586	2	123	123	2.53658536585	0	A123
IV	1310019	3654209	E586	1	822	829	2.11922141119	4	R439A5R5A2R378
IV	3659137	15853195	E586	2	2031	2065	2.3756770064	48	A196R1A42R2A49R1A68R1A193R2A15R2A6R3A1R2A2R1A122R1A61R1A10R2A1R1A9R1A66R1A170R1A87R1A380R1A93R2A5R1A105R1A57R1A15R1A229R3A49
IV	15868917	17491919	E586	1	600	600	2.39833333333	0	R600
V	396	20922076	E586	1	14668	14686	2.30542677938	26	R2A2R1196A1R2843A2R2189A1R1073A2R2928A1R2A1R1A1R1A1R734A1R737A1R517A1R17A3R2428
X	5163	4754337	E586	1	1096	1098	2.50364963504	4	R416A1R5A1R675
X	4759896	4862617	E586	2	38	38	2.63157894737	0	A38
X	4869091	12384874	E586	1	1464	1466	2.39549180328	2	R1123A2R341
X	12394456	14636896	E586	2	519	521	2.27938342967	4	A108R1A310R1A101
X	14643918	17717342	E586	1	559	560	2.34168157424	2	R27A1R532
I	10291	2911211	E587	2	472	486	2.00847457627	20	A1R1A42R1A162R2A10R1A43R2A1R1A5R2A45R1A27R1A7R2A129
I	2940742	5004799	E587	1	198	198	1.71212121212	0	R198
I	5018389	15058691	E587	2	1187	1199	1.89553496209	20	A317R2A2R1A152R1A18R1A156R1A1R2A181R1A121R1A138R1A16R1A85
II	7241	15276725	E587	1	4509	4536	1.83344422267	24	R146A1R1A3R1A1R240A1R812A8R28A3R312A1R12A3R4A3R58A1R966A1R1828A1R101
III	7845	12310145	E587	2	1409	1425	2.08090844571	24	A308R1A366R1A108R1A36R2A62R1A43R1A66R1A2R3A31R1A10R1A115R2A152R1A110
III	12352233	12611834	E587	1	97	97	2.10309278351	0	R97
III	12650365	13769991	E587	2	80	83	2.3875	4	A64R1A1R2A15
IV	57787	3365312	E587	2	351	361	2.19088319088	16	A68R1A26R1A9R2A69R1A2R2A3R1A1R1A124R1A49
IV	3389240	17491902	E587	1	2362	2392	2.12447078747	18	R262A9R575A5R5A1R199A4R1A7R177A1R38A1R566A1R180A1R359
V	396	14817277	E587	1	4773	4782	2.0324743348	18	R753A1R82A1R108A1R1356A1R277A1R47A1R700A1R756A1R154A1R540
V	14829103	20921003	E587	2	2838	2854	2.24171952079	22	A117R2A326R2A21R3A1144R1A1R2A115R1A16R1A60R1A360R1A81R1A101R1A496
X	5163	2384503	E587	1	409	410	2.31051344743	2	R312A1R97
X	2393828	17705273	E587	2	1831	1838	2.21409066084	12	A175R2A3R1A401R1A267R1A104R1A515R1A366
I	855	15059494	E588	1	4502	4517	2.34362505553	18	R922A1R57A2R2A3R1128A1R591A3R105A2R768A1R261A1R65A1R603
II	2118	15276725	E588	2	5482	5559	2.51003283473	102	A24R1A158R1A26R1A53R1A6R1A134R1A73R2A308R2A120R1A6R1A293R2A49R1A14R1A89R2A4R2A69R1A2R1A250R3A233R2A157R2A182R2A52R1A64R1A261R1A139R1A139R2A99R1A24R1A122R1A119R1A98R1A85R5A1R7A162R2A192R1A103R1A99R1A4R1A5R2A112R1A192R2A7R1A310R1A280R1A7R1A26R1A159R2A238R2A20R1A54R1A57R1A2
III	4460	2059314	E588	2	1450	1470	2.82620689655	22	A332R1A361R4A7R1A18R1A280R1A162R2A10R1A28R1A1R4A104R1A30R3A117
III	2064286	13780910	E588	1	2136	2138	2.5543071161	4	R856A1R1234A1R46
IV	68361	3952226	E588	1	1210	1211	2.65950413223	2	R1170A1R40
IV	3953008	3953176	E588	2	16	16	2.6875	0	A16
IV	3953656	17491902	E588	1	3633	3658	2.60170657859	18	R28A6R889A1R1A2R6A4R188A1R148A6R1A3R382A1R233A1R1757
V	396	366024	E588	1	78	80	3.15384615385	2	R2A2R76
V	397142	20915505	E588	2	11102	11186	2.3593046298	96	A319R1A315R1A48R1A26R1A92R1A212R1A195R2A210R1A197R1A643R1A707R1A148R1A4R1A2R1A99R1A73R3A10R4A5R2A3R2A173R2A26R3A56R1A2R1A333R1A877R1A783R1A46R1A488R1A25R2A355R1A48R1A89R1A233R9A44R8A1160R1A75R1A35R1A583R1A241R1A250R2A35R9A347R1A139R1A270R1A63R1A79R1A157R1A299R1A483
X	25222	15874107	E588	2	3734	3756	2.30583824317	36	A25R1A363R1A42R1A2R1A299R1A45R1A143R1A1R1A1R1A307R1A787R1A6R1A2R1A600R1A75R1A146R3A788R3A76R1A26
X	15875235	17717342	E588	1	226	227	2.77433628319	2	R182A1R44
I	7640	14996807	E589	2	233	236	1.47210300429	4	A67R1A85R2A81
II	7241	15276725	E589	1	644	654	1.41925465839	6	R14A1R4A2R185A7R441
III	10003	8217813	E589	2	195	197	1.28205128205	4	A138R1A39R1A18
III	8582360	13780910	E589	1	87	87	1.32183908046	0	R87
IV	68361	17491610	E589	1	490	493	1.28775510204	4	R274A2R6A1R210
V	2094	2177366	E589	1	131	133	1.38167938931	4	R43A1R70A1R18
V	2236908	20891625	E589	2	778	785	1.35089974293	10	A21R2A143R1A16R1A188R1A275R2A135
X	12589	12358701	E589	1	318	323	1.29245283019	6	R74A1R71A2R140A2R33
X	12653120	17689505	E589	2	113	113	1.36283185841	0	A113
I	855	1748522	E58	1	1044	1045	2.97126436782	2	R62A1R982
I	1749382	3331043	E58	2	704	720	2.68892045455	14	A48R2A89R2A98R6A3R2A1R2A69R1A128R1A268
I	3334246	15059494	E58	1	3684	3691	2.46362649294	10	R602A1R790A2R68A1R295A1R1277A2R652
II	6368	3149998	E58	1	3965	4004	2.53972257251	32	R280A1R2A2R831A1R1073A2R11A3R8A1R7A4R329A1R509A1R2A12R5A5R46A1R236A2R16A1R221A1R1A1R388
II	3150892	15276386	E58	2	4598	4635	2.90822096564	50	A429R1A67R1A144R1A1R1A815R1A29R1A93R1A74R5A443R6A189R1A232R1A54R2A194R1A164R1A88R1A151R3A3R1A44R1A28R1A300R1A284R1A8R1A156R1A162R1A390R1A56
III	3773	2598974	E58	2	1885	1901	2.86631299735	22	A744R1A8R3A181R1A198R1A2R1A40R2A196R2A332R1A21R1A127R2A1R1A35
III	2613343	13783502	E58	1	2677	2681	2.72207695181	6	R772A2R91A1R1570A1R244
IV	68361	17491919	E58	1	6357	6382	2.92276230927	26	R172A2R935A1R632A1R7A2R1042A1R16A6R195A1R222A3R1A3R2A2R456A1R313A1R1553A1R811
V	493	2933092	E58	1	3340	3350	3.31377245509	12	R1A2R92A3R1590A1R185A1R812A1R33A2R627
V	2935867	20920888	E58	2	11617	11687	2.76465524662	86	A26R1A172R1A454R1A892R3A124R1A72R4A12R1A95R1A11R1A117R1A11R1A52R1A85R2A192R1A105R1A340R6A34R1A929R2A1R1A170R1A830R1A304R1A333R1A1R1A319R2A62R1A91R1A252R3A78R2A1464R1A1602R1A5R2A452R1A354R2A38R1A125R2A161R1A21R2A254R1A14R1A162R1A64R8A159R1A578
X	25222	17717342	E58	2	4779	4806	2.8487131199	46	A53R1A389R1A13R1A40R1A6R1A604R2A2R1A2R1A2R1A68R1A313R1A109R1A78R1A379R1A102R1A324R1A721R1A16R2A32R1A9R1A1152R1A194R1A117R3A54
I	1713	15050608	E590	1	1561	1565	1.84945547726	8	R311A1R7A1R3A1R554A1R686
II	6368	15276962	E590	1	3086	3103	1.76830848995	10	R99A2R580A1R406A3R272A1R1486A10R243
III	3773	13780910	E590	1	1485	1489	1.86599326599	4	R111A2R710A2R664
IV	57787	17491919	E590	1	1814	1824	1.9966923925	10	R328A1R536A1R98A1R50A4R1A3R801
V	1671	11977896	E590	1	2992	3001	1.96356951872	8	R29A1R681A5R1121A2R1080A1R81
V	12006767	20260139	E590	2	1749	1772	2.04688393368	22	A10R1A205R1A290R1A2R1A46R5A23R3A597R1A94R1A151R7A128R1A2R1A201
V	20273762	20923490	E590	1	296	296	1.70945945946	0	R296
X	5406	17709225	E590	1	1593	1605	1.95919648462	8	R526A7R152A2R413A1R52A2R450
I	3611	2892975	E591	2	756	787	1.97751322751	50	A2R1A36R1A84R1A35R1A16R2A37R1A19R1A5R1A8R2A20R1A1R1A38R1A1R1A7R1A24R1A1R1A8R1A78R2A48R1A6R1A92R2A10R3A7R1A33R1A53R1A87
I	2911211	12883096	E591	1	1600	1605	2.0875	8	R482A1R420A2R93A1R527A1R78
I	12896895	15058920	E591	2	472	489	2.31779661017	26	A78R1A132R1A4R3A17R1A37R1A42R1A3R1A1R2A16R1A9R1A8R1A37R1A6R2A82
II	38371	1427593	E591	1	443	447	2.24153498871	6	R95A1R51A2R3A1R294
II	1430667	11888925	E591	2	2456	2512	2.13110749186	64	A383R1A14R1A3R1A428R1A8R1A36R1A6R1A377R1A6R3A277R7A2R2A53R1A8R1A58R1A58R1A26R1A68R6A2R3A35R1A1R2A31R1A7R1A51R1A57R8A2R1A11R1A16R1A303R1A7R1A2R1A1R1A80R1A39
II	11895363	15275133	E591	1	1087	1091	2.2483900644	6	R79A2R861A1R27A1R120
III	8149	13780186	E591	2	1997	2053	2.24737105658	88	A61R2A26R1A154R2A4R2A4R1A1R1A8R1A61R1A279R1A13R3A61R2A15R1A3R1A54R1A1R1A12R1A6R2A16R1A51R2A170R2A30R1A4R1A45R1A15R1A39R1A28R1A19R1A18R1A16R1A13R1A8R1A8R1A26R1A7R1A311R1A9R1A42R2A1R3A87R1A53R1A47R1A35R1A11R1A73R1A52
IV	222110	223625	E591	2	2	2	3.5	0	A2
IV	332674	1734748	E591	1	283	284	2.33922261484	2	R23A1R260
IV	1755399	17489193	E591	2	2571	2662	2.32555425904	132	A23R2A18R1A21R1A64R1A1R2A32R1A34R2A66R1A6R1A2R1A40R1A25R1A14R2A37R1A44R1A135R1A32R1A2R1A22R1A87R1A27R1A192R1A19R1A10R2A5R1A2R1A4R1A170R1A10R1A10R1A32R1A7R1A10R1A18R1A42R1A12R2A6R1A66R1A77R1A53R2A51R1A325R3A21R1A3R2A2R1A50R1A23R1A52R1A13R1A41R2A11R1A6R8A22R3A19R2A105R2A2R1A43R1A9R1A3R2A15R1A36R2A35R1A102R2A6R1A8R1A13R1A78
V	396	6257667	E591	2	1904	1943	2.32825630252	56	A19R1A4R1A8R1A324R1A15R1A34R1A4R1A2R1A12R1A55R1A119R1A13R1A90R1A31R1A28R1A32R1A9R1A56R3A39R1A225R3A163R1A225R1A84R1A26R1A72R3A139R1A57R2A8R5A11
V	6259106	20923490	E591	1	7939	7962	2.26804383424	34	R1312A1R62A2R184A1R793A1R1986A2R1A1R3A1R510A1R54A1R37A1R770A1R38A2R2A1R54A3R124A1R49A2R858A1R1102
X	5375	17694008	E591	2	2278	2338	2.15715539947	74	A24R1A4R1A6R1A109R1A68R1A47R2A2R1A259R3A1R1A2R5A3R1A3R1A167R1A1R5A262R1A140R1A31R1A6R1A2R1A99R1A96R1A1R2A139R1A37R2A8R2A18R6A5R2A123R1A212R1A127R1A54R1A69R3A50R1A28R1A41R2A1R1A15R1A18
I	1933	4114204	E592	2	1747	1808	2.34974241557	84	A94R1A113R1A1R1A250R1A2R1A7R1A23R1A50R3A10R1A105R1A7R1A9R1A27R1A1R1A11R4A28R3A38R2A49R1A87R1A16R1A5R1A21R2A10R1A3R1A1R1A14R1A58R1A8R3A23R1A41R1A31R4A14R1A3R3A10R1A126R1A124R1A24R1A107R3A46R2A24R1A4R1A35R1A87
I	4144380	4474036	E592	1	72	72	1.84722222222	0	R72
I	4483082	12562185	E592	2	1429	1462	2.94471658502	46	A50R1A79R1A95R1A37R1A174R2A39R1A6R1A14R1A57R1A8R2A140R1A30R1A107R1A25R2A2R1A1R1A14R2A118R1A88R1A70R2A74R2A11R5A180R1A10
I	12570738	15059494	E592	1	1252	1255	2.446485623	6	R486A1R85A1R427A1R254
II	6368	10007096	E592	2	4059	4129	2.50751416605	88	A15R1A63R1A14R1A93R1A31R1A194R1A22R1A141R1A12R1A128R1A155R4A224R4A264R1A157R3A140R1A218R3A343R1A395R1A27R1A169R1A203R2A12R1A4R2A65R3A214R1A41R2A60R1A38R3A68R1A31R1A16R1A66R1A1R1A50R1A28R3A5R4A2R5A34R1A98R1A63R1A52R1A48R1A26R1A16R1A13
II	10014941	15276962	E592	1	2177	2188	2.48047772164	12	R606A1R751A6R10A1R219A1R147A1R289A1R155
III	8451	13783502	E592	1	4479	4502	2.49408350078	32	R158A1R523A2R11A1R111A2R760A1R148A2R6A1R649A2R146A1R261A1R562A1R442A1R176A3R57A1R54A1R66A2R349
IV	57787	2265153	E592	2	538	579	2.52416356877	50	A22R1A5R1A103R1A31R1A46R2A4R1A2R1A34R1A4R1A20R1A8R1A1R4A8R2A11R2A54R1A44R1A5R1A45R1A32R1A15R1A11R1A1R1A9R8A1R3A2R2A20
IV	2273111	6704338	E592	1	1929	1941	2.64178330741	12	R299A1R202A1R532A1R1A3R8A2R679A4R208
IV	6706779	6708143	E592	2	16	16	2.625	0	A16
IV	6708317	17488212	E592	1	3177	3188	2.85363550519	12	R138A1R173A4R1A3R316A1R1065A1R1198A1R286
V	396	20923258	E592	2	11282	11453	2.43361106187	183	A2R1A251R1A393R5A88R2A51R1A47R2A273R1A152R1A106R4A1R8A4R2A93R1A473R2A496R1A342R1A132R1A38R1A59R1A31R1A33R3A222R1A5R1A4R1A61R3A12R1A6R1A65R1A3R2A198R1A2R1A602R1A236R1A59R1A66R1A177R1A3R1A540R4A101R1A30R1A70R1A102R4A19R1A618R12A47R12A4R2A753R3A354R2A224R1A125R1A93R3A144R2A66R1A129R1A115R1A81R2A166R2A119R2A5R1A64R2A2R1A21R1A106R2A8R1A55R2A48R1A149R1A94R1A11R1A128R1A86R5A22R1A3R3A9R1A44R1A2R1A29R1A133R2A1R1A36R2A108R3A9R1A6R1A7R2A294R2A101R1A82R2A125R2A247R2A3R1A92R1A434R1A32R1
X	5261	17705273	E592	2	3541	3608	2.46088675515	94	A1R4A1R1A10R1A42R1A1R1A10R1A13R1A29R1A8R1A234R1A9R1A46R1A2R2A4R1A4R1A28R1A58R1A367R1A21R1A1R5A2R3A62R1A475R1A61R1A95R1A8R1A62R2A1R1A229R1A153R1A138R1A92R1A70R1A51R2A9R1A6R7A8R1A453R2A13R1A36R1A224R1A188R1A130R2A47R1A2R1A15R1A1R1A21
I	3535	15059494	E593	1	3310	3321	2.39516616314	18	R131A1R293A1R37A1R12A1R1182A1R360A2R104A2R711A1R309A1R171
II	18401	15276386	E593	1	5325	5343	2.35061032864	32	R143A1R40A1R2A2R1A1R1865A1R482A1R798A1R6A1R235A1R308A1R442A1R284A2R388A1R87A1R151A1R37A1R56
III	3683	13780910	E593	1	2575	2578	2.22601941748	4	R967A1R642A2R966
IV	64777	17489193	E593	1	3399	3416	2.32627243307	18	R3A1R36A1R569A1R1215A5R1A4R171A1R163A1R140A2R725A1R376
V	396	20923490	E593	1	9690	9704	2.4657378741	28	R1667A1R563A1R368A1R157A1R910A1R117A1R590A1R1A1R943A1R647A1R113A1R2A1R3A1R1878A1R1731
X	5163	17717342	E593	1	2239	2264	2.72621706119	26	R61A1R94A1R100A1R16A1R16A1R2A1R4A1R399A12R24A1R182A1R533A2R132A1R575A1R101
